session,roll_num,date,issue,question,result,title
115,710,21-Dec,S 1532,On Motion to Suspend the Rules and Pass,P,No Human Trafficking on Our Roads Act
115,709,21-Dec,H R 4667,On Passage,P,"Making further supplemental appropriations for the fiscal year ending September 30, 2018, for disaster assistance for Hurricanes Harvey, Irma, and Maria, and calendar year 2017 wildfires, and for other purposes"
115,708,21-Dec,H R 1370,On Motion to Concur in the Senate Amendment with an Amendment,P,Department of Homeland Security Blue Campaign Authorization Act of 2017
115,707,21-Dec,JOURNAL,On Approving the Journal,P, 
115,706,21-Dec,S 1393,On Motion to Suspend the Rules and Pass,P,Jobs for Our Heroes Act
115,705,21-Dec,H RES 670,On Agreeing to the Resolution,P,"Providing for consideration of the Senate Amendment to H.R. 1370, the Department of Homeland Security Blue Campaign Authorization Act of 2017; and providing for consideration of H.R. 4667, making further supplemental appropriations for FY 2018, for disaster assistance for Hurricanes and Wildfires in calendar year 2017"
115,704,21-Dec,H RES 670,On Ordering the Previous Question,P,"Providing for consideration of the Senate Amendment to H.R. 1370, the Department of Homeland Security Blue Campaign Authorization Act of 2017; and providing for consideration of H.R. 4667, making further supplemental appropriations for FY 2018, for disaster assistance for Hurricanes and Wildfires in calendar year 2017"
115,703,20-Dec,JOURNAL,On Approving the Journal,P, 
115,702,20-Dec,H R 4015,On Passage,P,Corporate Governance Reform and Transparency Act
115,701,20-Dec,H R 4015,On Motion to Recommit with Instructions,F,Corporate Governance Reform and Transparency Act
115,700,20-Dec,H R 1159,"On Motion to Suspend the Rules and Pass, as Amended",P,United States and Israel Space Cooperation Act
115,699,20-Dec,H R 1,On Motion to Concur in the Senate Amendment,P,Tax Cuts and Jobs Act
115,698,20-Dec,H RES 668,On Agreeing to the Resolution,P,"Providing for consideration of the Senate amendment to H.R. 1, the Tax Cuts and Jobs Act"
115,697,20-Dec,H RES 668,On Ordering the Previous Question,P,"Providing for consideration of the Senate amendment to H.R. 1, the Tax Cuts and Jobs Act"
115,696,19-Dec,JOURNAL,On Approving the Journal,P, 
115,695,19-Dec,S 1536,On Motion to Suspend the Rules and Pass,P,Combating Human Trafficking in Commercial Vehicles Act
115,694,19-Dec,H R 3312,On Passage,P,Systemic Risk Designation Improvement Act of 2017
115,693,19-Dec,H R 4323,"On Motion to Suspend the Rules and Pass, as Amended",P,Supporting Veterans in STEM Careers Act
115,692,19-Dec,H R 1,On Agreeing to the Conference Report,P,Tax Cuts and Jobs Act
115,691,19-Dec,H R 1,On Motion to Recommit Conference Report with Instructions,F,Tax Cuts and Jobs Act
115,690,19-Dec,H R 4254,"On Motion to Suspend the Rules and Pass, as Amended",P,Women in Aerospace Education Act
115,689,19-Dec,H RES 667,On Agreeing to the Resolution,P,Providing for consideration of the conference report to accompany the bill (H.R. 1) the Tax Cuts and Jobs Act; providing for consideration of the bill (H.R. 3312) the Systemic Risk Designation Improvement Act; waiving a requirement of clause 6(a) of rule XIII; and motions to suspend the rules
115,688,19-Dec,H RES 667,On Ordering the Previous Question,P,Providing for consideration of the conference report to accompany the bill (H.R. 1) the Tax Cuts and Jobs Act; providing for consideration of the bill (H.R. 3312) the Systemic Risk Designation Improvement Act; waiving a requirement of clause 6(a) of rule XIII; and motions to suspend the rules
115,687,18-Dec,H R 3979,"On Motion to Suspend the Rules and Pass, as Amended",P,Keep Americas Refuges Operational Act
115,686,18-Dec,H R 4375,"On Motion to Suspend the Rules and Pass, as Amended",P,STEM Research and Education Effectiveness and Transparency Act
115,685,18-Dec,MOTION,On Motion to Fix the Convening Time,P, 
115,684,14-Dec,H R 4324,On Passage,P,Strengthening Oversight of Irans Access to Finance Act
115,683,14-Dec,H R 4324,On Motion to Recommit with Instructions,F,Strengthening Oversight of Irans Access to Finance Act
115,682,14-Dec,H R 2396,On Passage,P,Privacy Notification Technical Clarification Act
115,681,14-Dec,H R 2396,On Motion to Recommit with Instructions,F,Privacy Notification Technical Clarification Act
115,680,13-Dec,H R 1638,On Passage,P,Iranian Leadership Asset Transparency Act
115,679,13-Dec,H RES 657,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 2396, the Privacy Notification Technical Clarifications Act; and providing for consideration of H.R. 4015, the Corporate Governance Reform and Transparency Act of 2017"
115,678,13-Dec,H RES 657,On Ordering the Previous Question,P,"Providing for consideration of H.R. 2396, the Privacy Notification Technical Clarifications Act; and providing for consideration of H.R. 4015, the Corporate Governance Reform and Transparency Act of 2017"
115,677,13-Dec,H RES 658,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 1638, the Iranian Leadership Asset Transparency Act; and providing for consideration of H.R. 4324, the Strengthening Oversight of Irans Access to Finance Act"
115,676,13-Dec,H RES 658,On Ordering the Previous Question,P,"Providing for consideration of H.R. 1638, the Iranian Leadership Asset Transparency Act; and providing for consideration of H.R. 4324, the Strengthening Oversight of Irans Access to Finance Act"
115,675,12-Dec,H R 3971,On Passage,P,Community Institution Mortgage Relief Act of 2017
115,674,12-Dec,H R 3971,On Motion to Recommit with Instructions,F,Community Institution Mortgage Relief Act of 2017
115,673,11-Dec,H R 1730,"On Motion to Suspend the Rules and Pass, as Amended",P,Protecting Religiously Affiliated Institutions Act of 2017
115,672,11-Dec,H R 2706,"On Motion to Suspend the Rules and Pass, as Amended",P,Financial Institution Customer Protection Act of 2017
115,671,7-Dec,H R 2658,"On Motion to Suspend the Rules and Pass, as Amended",P,Venezuela Humanitarian Assistance and Defense of Democratic Governance Act
115,670,7-Dec,H J RES 123,On Passage,P,"Making further continuing appropriations for fiscal year 2018, and for other purposes"
115,669,7-Dec,H R 477,On Passage,P,"Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2017"
115,668,7-Dec,JOURNAL,On Approving the Journal,P, 
115,667,7-Dec,H RES 259,"On Motion to Suspend the Rules and Agree, as Amended",P,"Expressing concern and condemnation over the political, economic, social, and humanitarian crisis in Venezuela"
115,666,7-Dec,H RES 647,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 477, Small Business Mergers, Acquisitions Sales, and Brokerage Simplification Act of 2017; providing for consideration of H.R. 3971, Community Institution Mortgage Relief Act of 2017; and providing for consideration of H.J. Res. 123, Making further continuing appropriations, FY 2018"
115,665,7-Dec,H RES 647,On Ordering the Previous Question,P,"Providing for consideration of H.R. 477, Small Business Mergers, Acquisitions Sales, and Brokerage Simplification Act of 2017; providing for consideration of H.R. 3971, Community Institution Mortgage Relief Act of 2017; and providing for consideration of H.J. Res. 123, Making further continuing appropriations, FY 2018"
115,664,6-Dec,H CON RES 90,"On Motion to Suspend the Rules and Agree, as Amended",P,Condemning ethnic cleansing of the Rohingya and calling for an end to the attacks in and an immediate restoration of humanitarian access to the state of Rakhine in Burma
115,663,6-Dec,H R 38,On Passage,P,Concealed Carry Reciprocity Act of 2017
115,662,6-Dec,H R 38,On Motion to Recommit with Instructions,F,Concealed Carry Reciprocity Act of 2017
115,661,6-Dec,S 1266,On Motion to Suspend the Rules and Pass,P,Enhancing Veteran Care Act
115,660,6-Dec,H RES 645,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 38) to amend title 18, United States Code, to provide a means by which nonresidents of a State whose residents may carry concealed firearms may also do so in the State"
115,659,6-Dec,H RES 645,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 38) to amend title 18, United States Code, to provide a means by which nonresidents of a State whose residents may carry concealed firearms may also do so in the State"
115,658,6-Dec,H RES 646,On Motion to Table,P, 
115,657,5-Dec,JOURNAL,On Approving the Journal,P, 
115,656,5-Dec,H R 3317,"On Motion to Suspend the Rules and Pass, as Amended",P,Stopping Abusive Female Exploitation Act of 2017
115,655,5-Dec,H R 3731,On Motion to Suspend the Rules and Pass,P,Secret Service Recruitment and Retention Act of 2017
115,654,4-Dec,H R 1,On Motion to Instruct Conferees,F,Tax Cuts and Jobs Act
115,653,4-Dec,H R 1,On Motion to go to Conference,P,Tax Cuts and Jobs Act
115,652,1-Dec,JOURNAL,On Approving the Journal,P, 
115,651,1-Dec,H R 1699,On Passage,P,Preserving Access to Manufactured Housing Act
115,650,1-Dec,H R 1699,On Motion to Recommit with Instructions,F,Preserving Access to Manufactured Housing Act
115,649,30-Nov,H R 3017,On Passage,P,"Brownfields Enhancement, Economic Redevelopment, and Reauthorization Act"
115,648,30-Nov,H R 4182,On Passage,P,Ensuring a Qualified Civil Service Act
115,647,30-Nov,H R 4182,On Agreeing to the Amendment,F,Connolly of Virginia Amendment No. 4
115,646,30-Nov,H R 4182,On Agreeing to the Amendment,F,Hastings of Florida Amendment No. 1
115,645,30-Nov,H RES 635,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 4182, the Ensuring a Qualified Civil Service Act of 2017; and H.R. 1699, the Preserving Access to Manufactured Housing Act of 2017"
115,644,30-Nov,H RES 635,On Ordering the Previous Question,P,"Providing for consideration of H.R. 4182, the Ensuring a Qualified Civil Service Act of 2017; and H.R. 1699, the Preserving Access to Manufactured Housing Act of 2017"
115,643,30-Nov,H R 3905,On Passage,P,Minnesotas Economic Rights in the Superior National Forest Act
115,642,30-Nov,H R 3905,On Agreeing to the Amendment,F,Grijalva of Arizona Amendment
115,641,29-Nov,H RES 631,On Agreeing to the Resolution,P,"Providing for the consideration of the bill (H.R. 3017) Brownfields Enhancement, Economic Redevelopment, and Reauthorization Act, and providing for consideration of the bill (H.R. 3905) Minnesotas Economic Rights in the Superior National Forest Act"
115,640,29-Nov,H RES 631,On Ordering the Previous Question,P,"Providing for the consideration of the bill (H.R. 3017) Brownfields Enhancement, Economic Redevelopment, and Reauthorization Act, and providing for consideration of the bill (H.R. 3905) Minnesotas Economic Rights in the Superior National Forest Act"
115,639,28-Nov,H R 3115,"On Motion to Suspend the Rules and Pass, as Amended",P,Superior National Forest Land Exchange Act
115,638,28-Nov,H R 2768,On Motion to Suspend the Rules and Pass,P,Fowler and Boskoff Peaks Designation Act
115,637,16-Nov,H R 1,On Passage,P,Tax Cuts and Jobs Act
115,636,15-Nov,H R 2672,On Motion to Suspend the Rules and Pass,P,"To designate the facility of the United States Postal Service located at 520 Carter Street in Fairview, Illinois, as the Sgt. Douglas J. Riney Post Office"
115,635,15-Nov,H R 3821,"On Motion to Suspend the Rules and Pass, as Amended",P,"To designate the facility of the United States Postal Service located at 430 Main Street in Clermont, Georgia, as the Zachary Addington Post Office"
115,634,15-Nov,H R 2331,"On Motion to Suspend the Rules and Pass, as Amended",P,Connected Government Act
115,633,15-Nov,H RES 619,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 1, Tax Cuts and Jobs Act; and providing for proceedings during the period from November 17, 2017, through November 27, 2017"
115,632,15-Nov,H RES 619,On Ordering the Previous Question,P,"Providing for consideration of H.R. 1, Tax Cuts and Jobs Act; and providing for proceedings during the period from November 17, 2017, through November 27, 2017"
115,631,14-Nov,H R 2810,On Agreeing to the Conference Report,P,National Defense Authorization Act for Fiscal Year 2018
115,630,14-Nov,H R 2874,On Passage,P,21st Century Flood Reform Act
115,629,14-Nov,H R 2874,On Motion to Recommit with Instructions,F,21st Century Flood Reform Act
115,628,14-Nov,JOURNAL,On Approving the Journal,P, 
115,627,14-Nov,H RES 616,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 2874, the 21st Century Flood Reform Act; and the conference report to accompany H.R. 2810, the National Defense Authorization Act for Fiscal Year 2018"
115,626,14-Nov,H RES 616,On Ordering the Previous Question,P,"Providing for consideration of H.R. 2874, the 21st Century Flood Reform Act; and the conference report to accompany H.R. 2810, the National Defense Authorization Act for Fiscal Year 2018"
115,625,13-Nov,JOURNAL,On Approving the Journal,P, 
115,624,13-Nov,H R 3071,"On Motion to Suspend the Rules and Pass, as Amended",P,Federal Acquisition Savings Act of 2017
115,623,13-Nov,H RES 599,On Agreeing to the Resolution,P,"Expressing the sense of the House of Representatives with respect to United States policy towards Yemen, and for other purposes"
115,622,9-Nov,H R 2201,On Passage,P,Micro Offering Safe Harbor Act
115,621,8-Nov,H R 3705,"On Motion to Suspend the Rules and Pass, as Amended",P,Veterans Fair Debt Notice Act of 2017
115,620,8-Nov,H R 3043,On Passage,P,Hydropower Policy Modernization Act of 2017
115,619,8-Nov,H R 3043,On Agreeing to the Amendment,F,Rush of Illinois Amendment No. 4
115,618,8-Nov,H R 4173,"On Motion to Suspend the Rules and Pass, as Amended",P,Veterans Crisis Line Study Act of 2017
115,617,8-Nov,H RES 609,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 2201, the Micro Offering Safe Harbor Act"
115,616,8-Nov,H RES 609,On Ordering the Previous Question,P,"Providing for consideration of H.R. 2201, the Micro Offering Safe Harbor Act"
115,615,7-Nov,H R 3911,On Motion to Suspend the Rules and Pass,P,Risk-Based Credit Examination Act
115,614,7-Nov,H R 3441,On Passage,P,Save Local Business Act
115,613,7-Nov,H R 3441,On Motion to Recommit with Instructions,F,Save Local Business Act
115,612,7-Nov,JOURNAL,On Approving the Journal,P, 
115,611,7-Nov,H RES 607,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 3043) Hydropower Policy Modernization Act and providing for consideration of the bill (H.R. 3441) Save Local Business Act
115,610,7-Nov,H RES 607,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 3043) Hydropower Policy Modernization Act and providing for consideration of the bill (H.R. 3441) Save Local Business Act
115,609,6-Nov,JOURNAL,On Approving the Journal,P, 
115,608,6-Nov,H R 1066,On Motion to Suspend the Rules and Pass,P,VA Management Alignment Act
115,607,6-Nov,H R 3562,On Motion to Suspend the Rules and Pass,P,"To amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to furnish assistance for adaptations of residences of veterans in rehabilitation programs under chapter 31 of such title, and for other purposes"
115,606,3-Nov,H R 3922,On Passage,P,Community Health and Medical Professionals Improve Our Nation Act of 2017
115,605,3-Nov,H R 3922,On Motion to Recommit with Instructions,F,Community Health and Medical Professionals Improve Our Nation Act of 2017
115,604,2-Nov,H R 849,On Passage,P,Protecting Seniors Access to Medicare Act
115,603,2-Nov,H RES 601,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 3922, the Community Health and Medical Professionals Improve Our Nation Act"
115,602,2-Nov,H RES 601,On Ordering the Previous Question,P,"Providing for consideration of H.R. 3922, the Community Health and Medical Professionals Improve Our Nation Act"
115,601,2-Nov,H RES 600,On Agreeing to the Resolution,P,"Providing for consideration of the bill H.R. 849, Protecting Seniors Access to Medicare Act."
115,600,2-Nov,H RES 600,On Ordering the Previous Question,P,"Providing for consideration of the bill H.R. 849, Protecting Seniors Access to Medicare Act."
115,599,1-Nov,H R 3903,"On Motion to Suspend the Rules and Pass, as Amended",P,Encouraging Public Offerings Act
115,598,1-Nov,H R 2936,On Passage,P,Resilient Federal Forests Act of 2017
115,597,1-Nov,H R 2936,On Motion to Recommit with Instructions,F,Resilient Federal Forests Act of 2017
115,596,1-Nov,H R 2936,On Agreeing to the Amendment,A,Pearce of New Mexico Amendment No. 7
115,595,1-Nov,H R 2936,On Agreeing to the Amendment,F,OHalleran of Arizona Amendment No. 3
115,594,1-Nov,H R 2936,On Agreeing to the Amendment,F,Khanna of California Amendment No. 2
115,593,1-Nov,H RES 595,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 2936) Resilient Federal Forests Act and for other purposes
115,592,1-Nov,H RES 595,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 2936) Resilient Federal Forests Act and for other purposes
115,591,31-Oct,H R 2521,On Motion to Suspend the Rules and Pass,P,South Carolina Peanut Parity Act of 2017
115,590,26-Oct,H R 1698,"On Motion to Suspend the Rules and Pass, as Amended",P,Iran Ballistic Missiles and International Sanctions Enforcement Act
115,589,26-Oct,H CON RES 71,On Motion to Concur in the Senate Amendment,P,Establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027
115,588,25-Oct,H R 469,On Passage,P,Sunshine for Regulations and Regulatory Decrees and Settlements Act
115,587,25-Oct,H R 469,On Agreeing to the Amendment,F,Cartwright of Pennsylvania Part A Amendment No. 6
115,586,25-Oct,H R 469,On Agreeing to the Amendment,F,McEachin of Virginia Part A Amendment No. 4
115,585,25-Oct,H R 469,On Agreeing to the Amendment,F,Johnson of Georgia Part A Amendment No. 3
115,584,25-Oct,JOURNAL,On Approving the Journal,P, 
115,583,25-Oct,H RES 580,On Agreeing to the Resolution,P,"Providing for consideration of the Senate amendment to H.Con.Res. 71, establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027"
115,582,25-Oct,H RES 580,On Ordering the Previous Question,P,"Providing for consideration of the Senate amendment to H.Con.Res. 71, establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027"
115,581,24-Oct,H R 3898,"On Motion to Suspend the Rules and Pass, as Amended",P,Otto Warmbier North Korea Nuclear Sanctions Act
115,580,24-Oct,H R 732,On Passage,P,Stop Settlement Slush Funds Act
115,579,24-Oct,H R 732,On Agreeing to the Amendment,F,Conyers of Michigan Part B Amendment No. 6
115,578,24-Oct,H R 732,On Agreeing to the Amendment,F,Cicilline of Rhode Island Part B Amendment No. 5
115,577,24-Oct,H R 732,On Agreeing to the Amendment,F,Jackson Lee of Texas Part B Amendment No. 4
115,576,24-Oct,H R 732,On Agreeing to the Amendment,F,Johnson of Georgia Part B Amendment No. 3
115,575,24-Oct,H R 732,On Agreeing to the Amendment,F,Cohen of Tennessee Part B Amendment No. 2
115,574,24-Oct,H R 2142,"On Motion to Suspend the Rules and Pass, as Amended",P,International Narcotics Trafficking Emergency Response by Detecting Incoming Contraband with Technology Act
115,573,24-Oct,H RES 577,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 469, the Sunshine for Regulations and Regulatory Decrees and Settlements Act of 2017; providing for consideration of H.R. 732, the Stop Settlement Slush Funds Act of 2017"
115,572,24-Oct,H RES 577,On Ordering the Previous Question,P,"Providing for consideration of H.R. 469, the Sunshine for Regulations and Regulatory Decrees and Settlements Act of 2017; providing for consideration of H.R. 732, the Stop Settlement Slush Funds Act of 2017"
115,571,23-Oct,JOURNAL,On Approving the Journal,P, 
115,570,23-Oct,S 504,On Motion to Suspend the Rules and Pass,P,Asia-Pacific Economic Cooperation Business Travel Cards Act
115,569,23-Oct,H R 3551,"On Motion to Suspend the Rules and Pass, as Amended",P,C-TPAT Reauthorization Act
115,568,12-Oct,S 585,On Passage,P,Dr. Chris Kirkpatrick Whistleblower Protection Act of 2017
115,567,12-Oct,S 585,On Motion to Recommit with Instructions,F,Dr. Chris Kirkpatrick Whistleblower Protection Act of 2017
115,566,12-Oct,H RES 569,On Motion to Suspend the Rules and Agree,P,"Providing for the concurrence by the House in the Senate amendment to H.R. 2266, with an amendment"
115,565,12-Oct,H R 2810,On Closing Portions of the Conference,P,National Defense Authorization Act for Fiscal Year 2018
115,564,12-Oct,H R 2810,On Motion to Instruct Conferees,F,National Defense Authorization Act for Fiscal Year 2018
115,563,11-Oct,H R 3243,On Motion to Suspend the Rules and Pass,P,FITARA Enhancement Act of 2017
115,562,11-Oct,H R 452,On Motion to Suspend the Rules and Pass,P,"To designate the facility of the United States Postal Service located at 324 West Saint Louis Street in Pacific, Missouri, as the Specialist Jeffrey L. White, Jr. Post Office"
115,561,11-Oct,H RES 562,On Agreeing to the Resolution,P,"Providing for consideration of S. 585, the Dr. Chris Kirkpatrick Whistleblower Protection Act of 2017; providing for proceedings during the period from October 16, 2017, through October 20, 2017; and providing for consideration of motions to suspend the rules"
115,560,11-Oct,H RES 562,On Ordering the Previous Question,P,"Providing for consideration of S. 585, the Dr. Chris Kirkpatrick Whistleblower Protection Act of 2017; providing for proceedings during the period from October 16, 2017, through October 20, 2017; and providing for consideration of motions to suspend the rules"
115,559,10-Oct,H R 2464,On Motion to Suspend the Rules and Pass,P,"To designate the facility of the United States Postal Service located at 25 New Chardon Street Lobby in Boston, Massachusetts, as the John Fitzgerald Kennedy Post Office"
115,558,10-Oct,H R 1858,On Motion to Suspend the Rules and Pass,P,"To designate the facility of the United States Postal Service located at 4514 Williamson Trail in Liberty, Pennsylvania, as the Staff Sergeant Ryan Scott Ostrom Post Office"
115,557,5-Oct,H CON RES 71,On Agreeing to the Resolution,P,Establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027
115,556,5-Oct,H CON RES 71,On Agreeing to the Amendment,F,Yarmuth of Kentucky Substitute Amendment No. 4
115,555,5-Oct,H CON RES 71,On Agreeing to the Amendment,F,McClintock of California Substitute Amendment No. 3
115,554,4-Oct,H CON RES 71,On Agreeing to the Amendment,F,Scott of Virginia Substitute Amendment No. 2
115,553,4-Oct,H CON RES 71,On Agreeing to the Amendment,F,Grijalva of Arizona Substitute Amendment No. 1
115,552,4-Oct,H RES 553,On Agreeing to the Resolution,P,Providing for consideration of the concurrent resolution (H. Con. Res. 71) establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027
115,551,4-Oct,H RES 553,On Ordering the Previous Question,P,Providing for consideration of the concurrent resolution (H. Con. Res. 71) establishing the congressional budget for the United States Government for fiscal year 2018 and setting forth the appropriate budgetary levels for fiscal years 2019 through 2027
115,550,3-Oct,S 782,"On Motion to Suspend the Rules and Pass, as Amended",P,"To reauthorize the National Internet Crimes Against Children Task Force Program, and for other purposes"
115,549,3-Oct,H R 36,On Passage,P,Pain-Capable Unborn Child Protection Act
115,548,3-Oct,H R 36,On Motion to Recommit with Instructions,F,Pain-Capable Unborn Child Protection Act
115,547,3-Oct,H RES 548,On Agreeing to the Resolution,P,"Providing for consideration of the bill (H.R. 36) to amend title 18, United States Code, to protect pain-capable unborn children, and for other purposes"
115,546,3-Oct,H RES 548,On Ordering the Previous Question,P,"Providing for consideration of the bill (H.R. 36) to amend title 18, United States Code, to protect pain-capable unborn children, and for other purposes"
115,545,2-Oct,H R 965,"On Motion to Suspend the Rules and Pass, as Amended",P,Saint-Gaudens National Historical Park Redesignation Act
115,544,2-Oct,H R 1547,On Motion to Suspend the Rules and Pass,P,Udall Park Land Exchange Completion Act
115,543,28-Sep,H R 2792,On Passage,P,Control Unlawful Fugitive Felons Act of 2017
115,542,28-Sep,H R 3823,On Passage,P,Disaster Tax Relief and Airport and Airway Extension Act of 2017
115,541,28-Sep,H R 3823,On Motion to Recommit with Instructions,F,Disaster Tax Relief and Airport and Airway Extension Act of 2017
115,540,27-Sep,H RES 311,"On Motion to Suspend the Rules and Agree, as Amended",P,"Recognizing that for 50 years the Association of South East Asian Nations (ASEAN) has worked toward stability, prosperity, and peace in Southeast Asia"
115,539,27-Sep,H RES 538,On Agreeing to the Resolution,P,"Providing for consideration of H.R. 3823, Disaster Tax Relief and Airport and Airway Extension Act of 2017; and providing for consideration of motions to suspend the rules"
115,538,27-Sep,H RES 538,On Ordering the Previous Question,P,"Providing for consideration of H.R. 3823, Disaster Tax Relief and Airport and Airway Extension Act of 2017; and providing for consideration of motions to suspend the rules"
115,537,26-Sep,H R 2824,On Passage,P,Increasing Opportunity and Success for Children and Parents through Evidence-Based Home Visiting Act
115,536,26-Sep,H R 2824,On Motion to Recommit with Instructions,F,Increasing Opportunity and Success for Children and Parents through Evidence-Based Home Visiting Act
115,535,26-Sep,H R 2824,On Agreeing to the Amendment,F,Pascrell of New Jersey Amendment No. 2
115,534,26-Sep,JOURNAL,On Approving the Journal,P, 
115,533,26-Sep,H RES 533,On Agreeing to the Resolution,P,Providing for consideration of the bill (H.R. 2824) Increasing Opportunity through Evidence-Based Home Visiting Act and providing for consideration of the bill (H.R. 2792) Control Unlawful Fugitive Felons Act
115,532,26-Sep,H RES 533,On Ordering the Previous Question,P,Providing for consideration of the bill (H.R. 2824) Increasing Opportunity through Evidence-Based Home Visiting Act and providing for consideration of the bill (H.R. 2792) Control Unlawful Fugitive Felons Act
115,531,25-Sep,H R 2061,"On Motion to Suspend the Rules and Pass, as Amended",P,North Korean Human Rights Reauthorization Act
115,530,25-Sep,H R 3823,On Motion to Suspend the Rules and Pass,F,Disaster Tax Relief and Airport and Airway Extension Act
115,529,14-Sep,H R 3284,"On Motion to Suspend the Rules and Pass, as Amended",P,Joint Counterterrorism Awareness Workshop Series Act
115,528,14-Sep,H R 3354,On Passage,P,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2018, and for other purposes"
115,527,14-Sep,H R 3354,On Motion to Recommit with Instructions,F,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2018, and for other purposes"
115,526,14-Sep,H R 3354,On Agreeing to the Amendment,A,Jackson Lee of Texas Amendment No. 223
115,525,14-Sep,H R 3354,On Agreeing to the Amendment,A,Huizenga of Michigan Amendment No. 207
115,524,14-Sep,H R 3354,On Agreeing to the Amendment,F,Mitchell of Michigan Amendment No. 204
115,523,14-Sep,H R 3354,On Agreeing to the Amendment,F,Ellison of Minnesota Amendment No. 201
115,522,14-Sep,H R 3354,On Agreeing to the Amendment,F,Ellison of Minnesota Amendment No. 200
115,521,14-Sep,H R 3354,On Agreeing to the Amendment,F,Ellison of Minnesota Amendment No. 199
115,520,14-Sep,H R 3354,On Agreeing to the Amendment,F,Norton of District of Columbia Amendment No. 196
115,519,14-Sep,H R 3354,On Agreeing to the Amendment,F,Gohmert of Texas Amendment No. 195
115,518,14-Sep,H R 3354,On Agreeing to the Amendment,A,Palmer of Alabama Amendment No. 192
115,517,14-Sep,H R 3697,On Passage,P,Criminal Alien Gang Member Removal Act
115,516,14-Sep,H R 3697,On Motion to Recommit with Instructions,F,Criminal Alien Gang Member Removal Act
115,515,13-Sep,H R 3354,On Agreeing to the Amendment,A,Gibbs of Ohio Amendment No. 187
115,514,13-Sep,H R 3354,On Agreeing to the Amendment,F,Ellison of Minnesota Amendment No. 186
115,513,13-Sep,H R 3354,On Agreeing to the Amendment,F,Blackburn of Tennessee Amendment No. 174
115,512,13-Sep,H R 3354,On Agreeing to the Amendment,A,Walberg of Michigan Amendment No. 173
115,511,13-Sep,H R 3354,On Agreeing to the Amendment,F,Meadows of North Carolina Amendment No. 172
115,510,13-Sep,H R 3354,On Agreeing to the Amendment,F,Grothman of Wisconsin Amendment No. 170
115,509,13-Sep,H R 3354,On Agreeing to the Amendment,F,Grothman of Wisconsin Amendment No. 168
115,508,13-Sep,H R 3354,On Agreeing to the Amendment,F,Lewis of Minnesota Amendment No. 167
115,507,13-Sep,H R 3354,On Agreeing to the Amendment,F,Courtney of Connecticut Amendment No. 164
115,506,13-Sep,H R 3354,On Agreeing to the Amendment,A,Lowey of New York Amendment No. 161
115,505,13-Sep,H R 3354,On Agreeing to the Amendment,A,Ben Ray Lujan of New Mexico Amendment No. 160
115,504,13-Sep,H R 3354,On Agreeing to the Amendment,F,Murphy of Pennsylvania Amendment No. 155
115,503,13-Sep,H R 3354,On Agreeing to the Amendment,A,Clark of Massachusetts Amendment No. 154
115,502,13-Sep,H R 3354,On Agreeing to the Amendment,A,Kildee of Michigan Amendment No. 145
115,501,13-Sep,H R 3354,On Agreeing to the Amendment,A,Meng of New York Amendment No. 138
115,500,13-Sep,H R 3354,On Agreeing to the Amendment,F,Pocan of Wisconsin Amendment No. 134
115,499,13-Sep,H R 3354,On Agreeing to the Amendment,A,Kildee of Michigan Amendment No. 131
115,498,13-Sep,H R 3354,On Agreeing to the Amendment,A,Buck of Colorado Amendment No. 125
115,497,13-Sep,H R 3354,On Agreeing to the Amendment,A,Flores of Texas Amendment No. 124
115,496,13-Sep,H R 3354,On Agreeing to the Amendment,F,Norton of District of Columbia Amendment No. 117
115,495,13-Sep,H R 3354,On Agreeing to the Amendment,F,Scott of Virginia Amendment No. 113
115,494,13-Sep,H R 3354,On Agreeing to the Amendment,F,Grothman of Wisconsin Amendment No. 105
